scheme_code,age,gender,state,education_level,marks_percent,family_income,nirf_rank,qs_rank,has_admission_offer,is_pwd,pwd_percent,ocr_caste_ok,ocr_income_ok,ocr_academic_ok,merit_score,decision
BPVGK,14,female,Gujarat,10th,64.7,303000.0,999,999,1,0,0,1,1,1,58.88,Ineligible
A023B,25,other,Assam,bachelors,95.8,200000.0,2,999,1,0,0,1,0,1,88.32,Borderline
BPVGK,14,male,Tamil Nadu,10th,49.4,208000.0,999,999,1,0,0,1,1,1,47.76,Ineligible
BPVGK,17,female,Tamil Nadu,10th,50.6,78000.0,999,999,1,0,0,1,1,0,58.24,Borderline
ARG45,35,female,Chhattisgarh,phd,89.5,282000.0,140,999,1,0,0,1,1,1,68.8,Eligible
BVOBC,20,male,Tripura,12th,83.0,372000.0,95,999,1,1,61,1,1,1,73.2,Ineligible
AZKMI,28,male,Chhattisgarh,masters,63.5,769000.0,999,8,1,0,0,1,1,1,60.4,Ineligible
BPVGK,16,female,Andhra Pradesh,10th,86.1,195000.0,999,999,1,0,0,1,1,1,72.44,Eligible
ARG45,36,male,Kerala,masters,87.7,270000.0,78,999,1,1,52,1,1,1,75.08,Eligible
A023B,21,female,Chhattisgarh,masters,76.0,401000.0,250,999,1,0,0,1,1,1,58.4,Ineligible
BVOBC,19,male,Nagaland,12th,88.7,273000.0,1,999,1,1,43,1,1,1,85.48,Ineligible
BVOBC,19,male,Jharkhand,12th,75.7,43000.0,5,999,1,0,0,1,0,1,80.28,Borderline
BVOBC,24,female,Tripura,bachelors,56.1,149000.0,250,999,1,0,0,1,1,1,60.44,Eligible
A023B,22,male,Mizoram,masters,84.4,427000.0,6,999,1,0,0,1,1,1,73.76,Eligible
BPVGK,15,female,Assam,10th,90.0,288000.0,999,999,1,0,0,1,1,1,69.0,Ineligible
BVOBC,21,male,Andhra Pradesh,bachelors,65.6,305000.0,1,999,1,0,0,1,1,1,71.24,Ineligible
BVOBC,19,female,Mizoram,12th,60.0,209000.0,5,999,1,0,0,1,1,1,74.0,Eligible
BPVGK,15,male,Madhya Pradesh,10th,82.2,128000.0,999,999,1,0,0,1,1,1,65.88,Eligible
AZKMI,23,male,Andhra Pradesh,phd,90.0,550000.0,999,32,1,0,0,1,1,1,76.0,Eligible
BPVGK,17,female,Kerala,10th,52.2,306000.0,999,999,1,0,0,1,1,1,53.88,Ineligible
BPVGK,15,female,Odisha,10th,83.1,84000.0,999,999,1,1,57,1,1,1,76.24,Eligible
ARG45,29,male,Arunachal Pradesh,phd,50.2,508000.0,95,999,0,0,0,1,1,1,50.08,Ineligible
ARG45,36,female,Gujarat,phd,64.0,146000.0,250,999,1,0,0,1,1,1,63.6,Eligible
AZKMI,34,male,Tamil Nadu,postdoc,94.8,408000.0,999,21,1,0,0,1,1,1,77.92,Eligible
ARG45,22,female,Assam,masters,55.5,657000.0,65,999,1,0,0,1,1,1,52.2,Eligible
A023B,18,female,Chhattisgarh,bachelors,84.7,380000.0,5,999,1,0,0,1,1,1,83.88,Eligible
ARG45,26,female,Chhattisgarh,masters,68.8,815000.0,250,999,1,0,0,1,1,1,50.52,Eligible
ARG45,25,female,Meghalaya,phd,81.7,308000.0,65,999,1,0,0,1,1,1,72.68,Eligible
ARG45,35,female,Madhya Pradesh,phd,56.7,136000.0,250,999,1,0,0,1,1,1,60.68,Eligible
A023B,19,male,Meghalaya,bachelors,92.6,694000.0,1,999,1,0,0,1,1,1,72.04,Ineligible
ARG45,36,female,Maharashtra,phd,93.0,285000.0,3,999,1,0,0,1,1,1,87.2,Eligible
A023B,20,male,Andhra Pradesh,bachelors,60.7,603000.0,95,999,1,0,0,1,1,1,49.28,Ineligible
A023B,20,male,Mizoram,masters,94.6,161000.0,85,999,1,0,0,1,1,1,77.84,Eligible
A023B,23,male,Kerala,bachelors,73.6,603000.0,1,999,1,0,0,1,1,1,64.44,Ineligible
ARG45,35,male,Telangana,phd,89.1,123000.0,140,999,1,0,0,1,1,1,68.64,Eligible
A023B,25,female,Gujarat,masters,58.8,439000.0,2,999,1,0,0,1,1,1,68.52,Eligible
A023B,22,male,Tamil Nadu,bachelors,83.1,408000.0,85,999,1,0,0,1,1,1,63.24,Eligible
A023B,19,male,Mizoram,bachelors,87.7,240000.0,6,999,1,0,0,1,1,1,80.08,Eligible
A023B,21,male,Arunachal Pradesh,bachelors,60.2,694000.0,2,999,1,0,0,1,1,1,59.08,Ineligible
BVOBC,19,male,Sikkim,bachelors,45.2,305000.0,59,999,1,0,0,1,1,1,53.08,Ineligible
BPVGK,15,female,Kerala,10th,50.2,240000.0,999,999,1,0,0,1,1,1,53.08,Eligible
A023B,23,male,Gujarat,masters,74.5,176000.0,5,999,1,0,0,1,1,1,79.8,Eligible
BPVGK,16,male,Rajasthan,10th,79.3,325000.0,999,999,1,0,0,1,1,0,59.72,Ineligible
ARG45,34,male,Manipur,phd,75.3,550000.0,59,999,1,0,0,1,1,1,60.12,Eligible
A023B,18,female,Chhattisgarh,bachelors,63.6,620000.0,6,999,1,1,49,1,1,1,70.44,Ineligible
ARG45,23,male,Mizoram,masters,83.4,531000.0,2,999,1,0,0,1,1,1,73.36,Eligible
ARG45,32,female,Arunachal Pradesh,phd,93.5,105000.0,5,999,1,0,0,1,1,1,92.4,Eligible
ARG45,30,male,Mizoram,masters,84.9,870000.0,72,999,1,0,0,0,1,0,58.96,Borderline
BVOBC,21,female,Odisha,12th,53.2,345000.0,85,999,1,0,0,1,1,1,61.28,Ineligible
ARG45,32,female,Odisha,phd,72.1,541000.0,95,999,1,0,0,1,1,0,63.84,Borderline
A023B,24,male,Maharashtra,bachelors,70.0,716000.0,1,999,1,0,0,1,1,1,63.0,Ineligible
BPVGK,16,male,Jharkhand,10th,67.3,319000.0,999,999,1,0,0,1,1,0,54.92,Ineligible
BVOBC,21,female,Chhattisgarh,12th,91.5,336000.0,95,999,1,0,0,1,1,1,76.6,Ineligible
AZKMI,24,male,Manipur,masters,93.7,796000.0,999,22,1,0,0,1,1,1,72.48,Ineligible
BVOBC,23,male,Rajasthan,12th,83.1,95000.0,78,999,1,0,0,1,1,1,73.24,Eligible
ARG45,25,female,Madhya Pradesh,phd,68.3,439000.0,110,999,1,0,0,1,1,1,55.32,Eligible
BVOBC,22,male,Kerala,12th,59.8,287000.0,3,999,1,1,44,1,0,1,73.92,Ineligible
BVOBC,19,female,Maharashtra,bachelors,85.6,346000.0,72,999,1,0,0,0,1,1,74.24,Ineligible
BPVGK,14,male,Mizoram,10th,72.7,208000.0,999,999,1,0,0,1,1,1,57.08,Eligible
A023B,23,male,Nagaland,bachelors,72.7,545000.0,3,999,1,0,0,1,1,1,69.08,Eligible
BVOBC,24,male,Odisha,12th,59.8,64000.0,2,999,1,0,0,1,1,0,73.92,Borderline
AZKMI,23,male,Gujarat,masters,64.3,506000.0,999,37,1,0,0,1,1,1,65.72,Eligible
AZKMI,28,female,Jharkhand,postdoc,83.3,493000.0,999,8,1,0,0,1,1,1,78.32,Eligible
BVOBC,18,male,Chhattisgarh,bachelors,88.8,90000.0,1,999,1,0,0,1,1,1,85.52,Eligible
ARG45,35,female,Telangana,phd,84.6,239000.0,65,999,1,0,0,1,0,1,73.84,Borderline
BVOBC,21,female,Gujarat,12th,68.7,224000.0,110,999,1,0,0,1,1,1,60.48,Eligible
BPVGK,15,other,Maharashtra,10th,67.3,87000.0,999,999,1,0,0,0,1,0,59.92,Borderline
BVOBC,20,male,Mizoram,12th,58.5,124000.0,1,999,1,1,71,1,1,1,78.4,Eligible
BPVGK,16,male,Odisha,10th,50.2,340000.0,999,999,1,0,0,1,1,1,48.08,Ineligible
A023B,23,male,Tripura,bachelors,77.2,351000.0,140,999,1,0,0,1,1,1,58.88,Ineligible
BVOBC,20,male,Assam,12th,71.2,141000.0,6,999,1,0,0,1,1,1,78.48,Eligible
ARG45,29,female,Manipur,phd,71.6,556000.0,59,999,1,0,0,1,1,1,63.64,Eligible
BVOBC,19,female,Kerala,bachelors,92.0,226000.0,110,999,1,0,0,1,1,1,69.8,Eligible
BVOBC,20,male,Nagaland,bachelors,75.9,210000.0,140,999,1,0,0,1,1,1,58.36,Eligible
BVOBC,21,male,Maharashtra,12th,81.9,163000.0,78,999,1,0,0,1,1,1,72.76,Eligible
ARG45,30,female,Telangana,phd,87.2,569000.0,1,999,1,0,0,1,1,1,79.88,Eligible
A023B,18,female,Andhra Pradesh,masters,77.4,347000.0,5,999,1,0,0,1,1,1,80.96,Eligible
AZKMI,25,male,Kerala,phd,71.5,309000.0,999,2,1,0,0,1,1,1,73.6,Eligible
BVOBC,23,male,Chhattisgarh,12th,80.1,154000.0,95,999,1,0,0,1,1,1,72.04,Eligible
AZKMI,29,male,Kerala,postdoc,67.9,283000.0,999,22,1,0,0,1,1,1,72.16,Eligible
BPVGK,14,male,Tripura,10th,82.4,173000.0,999,999,1,0,0,1,1,1,65.96,Eligible
A023B,18,female,Karnataka,bachelors,71.7,538000.0,95,999,1,0,0,1,1,1,63.68,Eligible
AZKMI,33,male,Tripura,postdoc,79.5,358000.0,999,37,1,0,0,1,1,1,76.8,Eligible
BVOBC,20,male,Nagaland,12th,79.4,170000.0,85,999,1,0,0,0,1,1,71.76,Ineligible
AZKMI,37,male,Tripura,masters,83.2,162000.0,999,2,1,0,0,1,1,1,83.28,Ineligible
BPVGK,17,female,Tamil Nadu,10th,91.5,214000.0,999,999,1,0,0,1,1,1,69.6,Eligible
ARG45,26,female,Chhattisgarh,phd,81.2,871000.0,140,999,1,0,0,1,0,1,55.48,Borderline
A023B,22,male,Jharkhand,bachelors,71.5,648000.0,2,999,1,0,0,1,1,1,63.6,Ineligible
BVOBC,22,female,Nagaland,12th,73.3,104000.0,88,999,1,0,0,1,1,1,74.32,Eligible
BPVGK,15,male,Rajasthan,10th,56.7,107000.0,999,999,1,0,0,1,1,1,55.68,Eligible
BVOBC,18,female,Chhattisgarh,bachelors,76.3,315000.0,65,999,1,0,0,1,1,1,70.52,Ineligible
BPVGK,17,male,Kerala,10th,54.1,275000.0,999,999,1,0,0,1,1,1,49.64,Ineligible
ARG45,30,male,Arunachal Pradesh,masters,72.6,391000.0,1,999,1,0,0,1,1,1,74.04,Eligible
ARG45,27,male,Tripura,phd,77.6,278000.0,5,999,1,0,0,1,1,1,76.04,Eligible
A023B,24,female,Mizoram,masters,74.4,491000.0,110,999,1,0,0,1,1,1,57.76,Ineligible
BPVGK,14,female,Assam,10th,53.8,190000.0,999,999,1,0,0,0,1,1,59.52,Ineligible
BVOBC,17,male,Nagaland,bachelors,50.0,99000.0,1,999,1,0,0,1,1,1,70.0,Eligible
A023B,22,female,Mizoram,masters,55.9,167000.0,110,999,1,0,0,1,1,0,60.36,Ineligible
AZKMI,35,female,Telangana,masters,67.1,358000.0,999,32,0,0,0,1,0,1,76.84,Ineligible
BVOBC,22,female,Madhya Pradesh,12th,61.0,275000.0,5,999,1,0,0,1,1,1,74.4,Ineligible
BVOBC,24,male,Kerala,bachelors,53.5,348000.0,6,999,1,0,0,1,1,1,66.4,Ineligible
BVOBC,18,female,Maharashtra,12th,92.8,210000.0,65,999,1,0,0,1,1,1,77.12,Eligible
ARG45,36,female,Assam,phd,63.9,268000.0,72,999,1,0,0,1,1,1,65.56,Eligible
ARG45,29,female,Manipur,phd,74.7,173000.0,1,999,1,0,0,1,1,1,84.88,Eligible
A023B,23,male,Karnataka,masters,78.2,659000.0,1,999,1,0,0,1,1,1,66.28,Ineligible
BVOBC,17,female,Nagaland,bachelors,93.3,212000.0,85,999,1,0,0,1,1,1,77.32,Eligible
BVOBC,23,male,Rajasthan,bachelors,57.7,297000.0,110,999,1,0,0,1,1,1,51.08,Ineligible
BVOBC,21,male,Tamil Nadu,bachelors,78.1,231000.0,5,999,1,0,0,1,1,1,76.24,Eligible
AZKMI,36,male,Tamil Nadu,masters,64.4,237000.0,999,22,1,0,0,1,1,1,70.76,Ineligible
ARG45,27,female,Jharkhand,phd,64.0,732000.0,95,999,1,0,0,1,1,1,55.6,Eligible
BPVGK,17,female,Tripura,10th,54.1,317000.0,999,999,1,0,0,1,1,1,54.64,Ineligible
BPVGK,17,male,Tripura,10th,57.4,348000.0,999,999,1,0,0,1,1,1,50.96,Ineligible
BVOBC,21,female,Tripura,bachelors,53.1,302000.0,250,999,1,0,0,1,1,1,54.24,Ineligible
AZKMI,28,female,Rajasthan,postdoc,69.5,114000.0,999,6,1,0,0,1,1,1,82.8,Eligible
BVOBC,18,female,Tamil Nadu,12th,53.0,73000.0,88,999,1,0,0,1,0,1,66.2,Borderline
ARG45,24,male,Karnataka,phd,60.5,885000.0,95,999,1,0,0,1,1,1,49.2,Eligible
AZKMI,35,female,Odisha,postdoc,63.3,727000.0,999,1,1,0,0,1,1,1,65.32,Ineligible
BVOBC,19,male,Karnataka,bachelors,60.1,135000.0,95,999,1,0,0,1,1,1,64.04,Eligible
BVOBC,20,male,Tamil Nadu,bachelors,81.8,277000.0,110,999,1,0,0,1,1,1,60.72,Ineligible
ARG45,23,female,Arunachal Pradesh,masters,73.5,116000.0,6,999,1,0,0,1,1,1,84.4,Eligible
ARG45,30,male,Tripura,phd,52.2,245000.0,3,999,1,0,0,1,1,1,65.88,Ineligible
BVOBC,23,female,Odisha,bachelors,85.5,61000.0,5,999,1,0,0,1,1,1,89.2,Eligible
ARG45,33,female,Telangana,masters,73.9,219000.0,250,999,1,0,0,1,0,1,62.56,Borderline
A023B,25,male,Kerala,masters,93.0,200000.0,1,999,1,0,0,1,1,1,87.2,Eligible
BPVGK,16,male,Karnataka,10th,87.2,162000.0,999,999,1,0,0,1,1,1,67.88,Eligible
ARG45,36,male,Tripura,phd,66.2,440000.0,110,999,1,0,0,1,1,1,49.48,Eligible
ARG45,25,male,Jharkhand,masters,88.5,78000.0,5,999,0,0,0,1,1,1,85.4,Ineligible
ARG45,27,female,Assam,masters,60.5,741000.0,3,999,1,0,0,1,1,1,64.2,Eligible
AZKMI,24,male,Andhra Pradesh,postdoc,78.9,134000.0,999,37,1,0,0,1,1,1,81.56,Eligible
A023B,21,male,Chhattisgarh,bachelors,82.3,535000.0,5,999,1,0,0,1,1,1,72.92,Eligible
ARG45,34,female,Tripura,masters,60.0,303000.0,110,999,1,0,0,1,1,1,57.0,Eligible
A023B,20,female,Tripura,bachelors,75.7,223000.0,2,999,1,0,0,0,1,1,80.28,Ineligible
AZKMI,34,female,Kerala,phd,66.4,271000.0,999,8,1,0,0,1,1,1,76.56,Eligible
BVOBC,17,male,Tamil Nadu,12th,55.2,175000.0,3,999,1,0,0,1,1,1,72.08,Eligible
BPVGK,16,male,Nagaland,10th,67.5,37000.0,999,999,1,1,47,1,1,1,65.0,Eligible
A023B,20,female,Andhra Pradesh,bachelors,71.2,732000.0,6,999,1,0,0,1,1,1,68.48,Ineligible
ARG45,32,male,Jharkhand,phd,79.8,827000.0,95,999,1,0,0,1,1,1,56.92,Eligible
ARG45,29,female,Chhattisgarh,masters,58.4,481000.0,78,999,1,0,0,1,1,1,58.36,Eligible
AZKMI,32,male,Maharashtra,postdoc,63.6,996000.0,999,22,1,1,62,1,1,1,65.44,Ineligible
BVOBC,20,female,Karnataka,12th,62.4,181000.0,6,999,1,0,0,1,1,0,79.96,Borderline
BVOBC,19,male,Gujarat,bachelors,94.5,368000.0,88,999,1,0,0,1,1,1,72.8,Ineligible
A023B,22,male,Rajasthan,bachelors,73.5,734000.0,3,999,1,0,0,1,0,1,64.4,Ineligible
AZKMI,34,male,Jharkhand,phd,63.7,771000.0,999,32,0,0,0,1,1,1,60.48,Ineligible
ARG45,31,other,Tamil Nadu,masters,76.8,254000.0,85,999,1,0,0,1,1,1,65.72,Eligible
BVOBC,23,male,Mizoram,bachelors,69.2,99000.0,2,999,1,0,0,1,1,1,77.68,Eligible
AZKMI,23,female,Rajasthan,masters,91.7,987000.0,999,37,1,0,0,1,1,1,76.68,Ineligible
BVOBC,23,male,Tripura,12th,71.6,203000.0,65,999,1,0,0,1,1,1,63.64,Eligible
BPVGK,14,female,Tripura,10th,54.5,171000.0,999,999,1,0,0,1,1,1,59.8,Eligible
ARG45,36,female,Odisha,masters,70.9,603000.0,3,999,1,0,0,1,1,1,68.36,Eligible
BVOBC,17,female,Arunachal Pradesh,12th,68.1,363000.0,1,999,1,0,0,1,1,1,77.24,Ineligible
BVOBC,18,male,Maharashtra,12th,50.8,202000.0,95,999,1,0,0,1,1,1,55.32,Eligible
BPVGK,17,male,Maharashtra,10th,47.2,85000.0,999,999,1,0,0,1,1,1,51.88,Ineligible
ARG45,26,female,Odisha,phd,63.0,212000.0,6,999,0,0,0,1,1,1,75.2,Ineligible
A023B,25,male,Jharkhand,bachelors,64.3,555000.0,2,999,1,0,0,1,1,1,65.72,Eligible
BVOBC,17,male,Rajasthan,bachelors,46.9,347000.0,72,999,1,1,49,1,1,1,58.76,Ineligible
BPVGK,15,female,Nagaland,10th,93.3,270000.0,999,999,1,0,0,1,1,1,70.32,Ineligible
AZKMI,38,male,Madhya Pradesh,masters,63.2,221000.0,999,650,0,0,0,1,1,1,50.28,Ineligible
BVOBC,24,female,Telangana,bachelors,66.8,345000.0,5,999,1,0,0,1,0,1,76.72,Ineligible
ARG45,29,male,Telangana,phd,86.4,802000.0,2,999,1,0,0,0,1,1,69.56,Ineligible
BVOBC,23,female,Rajasthan,bachelors,47.3,166000.0,1,999,1,0,0,1,1,1,73.92,Ineligible
BVOBC,17,female,Telangana,12th,80.0,163000.0,85,999,1,0,0,1,1,1,77.0,Eligible
BPVGK,15,female,Andhra Pradesh,10th,69.1,231000.0,999,999,1,0,0,1,1,1,60.64,Eligible
BVOBC,21,female,Odisha,bachelors,73.3,47000.0,88,999,1,0,0,1,1,1,74.32,Eligible
BPVGK,17,female,Jharkhand,10th,76.3,300000.0,999,999,1,0,0,1,1,1,63.52,Ineligible
BPVGK,16,male,Manipur,10th,65.7,189000.0,999,999,1,0,0,1,1,0,59.28,Borderline
ARG45,22,female,Chhattisgarh,masters,91.1,433000.0,85,999,1,0,0,1,1,1,71.44,Eligible
A023B,20,male,Nagaland,bachelors,90.4,755000.0,3,999,1,0,0,1,1,1,71.16,Ineligible
ARG45,31,female,Odisha,masters,65.0,807000.0,2,999,1,0,0,1,1,1,66.0,Eligible
AZKMI,30,male,Manipur,phd,74.0,796000.0,999,32,1,0,0,1,1,0,64.6,Ineligible
A023B,23,female,Karnataka,masters,61.1,587000.0,2,999,1,0,0,1,1,1,69.44,Eligible
ARG45,22,female,Odisha,masters,69.2,210000.0,78,999,1,0,0,1,1,1,67.68,Eligible
BVOBC,18,male,Sikkim,bachelors,50.0,152000.0,78,999,1,0,0,1,0,1,60.0,Borderline
BPVGK,16,female,Mizoram,10th,84.4,312000.0,999,999,1,0,0,1,1,1,66.76,Ineligible
AZKMI,32,female,Maharashtra,postdoc,75.9,557000.0,999,14,1,0,0,1,1,1,75.36,Eligible
A023B,21,female,Arunachal Pradesh,bachelors,96.9,356000.0,1,999,1,0,0,1,1,1,88.76,Eligible
ARG45,33,male,Madhya Pradesh,phd,55.1,561000.0,88,999,1,0,0,1,1,0,52.04,Borderline
ARG45,28,female,Tamil Nadu,phd,72.2,615000.0,3,999,1,0,0,1,1,1,68.88,Eligible
BVOBC,21,male,Assam,bachelors,76.4,201000.0,1,999,1,0,0,1,1,1,75.56,Eligible
BPVGK,16,female,Arunachal Pradesh,10th,94.5,216000.0,999,999,1,0,0,1,1,1,70.8,Eligible
BPVGK,14,female,Karnataka,10th,80.2,293000.0,999,999,1,0,0,1,1,1,65.08,Ineligible
ARG45,33,male,Tripura,phd,68.3,426000.0,1,999,1,0,0,1,1,1,67.32,Eligible
BPVGK,15,male,Assam,10th,51.7,53000.0,999,999,1,0,0,1,1,1,53.68,Eligible
A023B,24,other,Madhya Pradesh,masters,93.4,581000.0,95,999,1,0,0,1,1,1,67.36,Eligible
ARG45,35,female,Jharkhand,masters,82.0,286000.0,95,999,1,0,0,1,1,1,72.8,Eligible
A023B,22,male,Madhya Pradesh,masters,77.2,457000.0,2,999,1,0,0,1,0,1,70.88,Borderline
BVOBC,22,male,Nagaland,12th,68.9,225000.0,140,999,1,0,0,1,1,1,55.56,Eligible
BPVGK,16,female,Maharashtra,10th,81.3,210000.0,999,999,1,1,78,1,1,1,70.52,Eligible
ARG45,23,other,Tamil Nadu,masters,72.8,775000.0,5,999,1,1,71,1,1,1,69.12,Eligible
BVOBC,24,male,Kerala,bachelors,86.2,134000.0,2,999,1,0,0,1,1,1,84.48,Eligible
AZKMI,25,female,Assam,phd,83.9,472000.0,999,14,1,0,0,1,1,1,78.56,Eligible
BVOBC,18,female,Meghalaya,12th,53.5,184000.0,72,999,1,0,0,1,0,1,66.4,Borderline
ARG45,24,male,Tripura,phd,50.5,839000.0,78,999,1,0,0,1,1,0,45.2,Ineligible
ARG45,28,male,Mizoram,phd,65.1,284000.0,2,999,1,0,0,1,1,1,71.04,Eligible
ARG45,32,male,Rajasthan,masters,64.1,69000.0,85,999,1,0,0,1,1,1,65.64,Eligible
A023B,18,female,Nagaland,bachelors,81.6,121000.0,2,999,0,0,0,1,1,1,87.64,Ineligible
BPVGK,15,female,Kerala,10th,89.8,253000.0,999,999,1,0,0,1,1,1,68.92,Ineligible
BVOBC,22,male,Meghalaya,bachelors,53.3,67000.0,65,999,1,0,0,1,1,1,61.32,Eligible
BPVGK,15,female,Sikkim,10th,75.5,87000.0,999,999,1,0,0,1,1,1,68.2,Eligible
ARG45,23,male,Sikkim,masters,53.3,540000.0,5,999,1,0,0,1,1,1,61.32,Ineligible
ARG45,33,female,Tripura,phd,90.7,543000.0,250,999,1,0,0,1,1,1,64.28,Eligible
BVOBC,17,male,Madhya Pradesh,bachelors,93.7,334000.0,140,999,1,0,0,1,1,0,65.48,Ineligible
AZKMI,23,female,Odisha,phd,74.1,965000.0,999,2,1,0,0,1,1,1,69.64,Ineligible
AZKMI,32,female,Tripura,phd,53.8,670000.0,999,650,1,0,0,1,1,1,41.52,Ineligible
A023B,25,female,Karnataka,masters,96.6,92000.0,1,999,1,0,0,1,1,1,93.64,Eligible
BVOBC,20,female,Karnataka,12th,46.9,91000.0,85,999,1,0,0,1,1,1,63.76,Ineligible
BVOBC,21,female,Maharashtra,12th,68.3,101000.0,3,999,1,0,0,1,1,1,82.32,Eligible
BVOBC,23,female,Rajasthan,bachelors,51.2,286000.0,6,999,1,0,0,1,0,1,70.48,Ineligible
ARG45,24,female,Madhya Pradesh,phd,57.6,371000.0,1,999,1,0,0,1,1,1,73.04,Eligible
BVOBC,18,male,Maharashtra,12th,45.4,373000.0,72,999,1,1,71,1,1,1,58.16,Ineligible
BVOBC,23,female,Meghalaya,12th,92.8,260000.0,65,999,1,0,0,1,1,1,77.12,Ineligible
ARG45,22,male,Nagaland,masters,58.6,889000.0,2,999,1,0,0,1,0,1,58.44,Borderline
A023B,21,male,Rajasthan,bachelors,89.3,573000.0,250,999,1,0,0,1,0,1,58.72,Ineligible
AZKMI,35,female,Meghalaya,masters,54.7,147000.0,999,22,1,0,0,1,1,1,76.88,Ineligible
BVOBC,22,male,Manipur,12th,84.7,157000.0,2,999,1,0,0,1,1,1,83.88,Eligible
BPVGK,17,female,Kerala,10th,52.2,327000.0,999,999,1,0,0,1,1,1,53.88,Ineligible
BVOBC,19,male,Meghalaya,12th,80.3,61000.0,6,999,1,0,0,1,1,1,82.12,Eligible
BVOBC,19,female,Nagaland,12th,49.4,349000.0,140,999,1,0,0,1,1,1,52.76,Ineligible
A023B,21,female,Arunachal Pradesh,bachelors,69.1,497000.0,95,999,1,0,0,1,1,1,62.64,Eligible
BPVGK,17,male,Telangana,10th,69.0,285000.0,999,999,1,1,73,1,1,1,60.6,Ineligible
A023B,20,female,Arunachal Pradesh,masters,67.7,546000.0,2,999,1,0,0,1,1,1,72.08,Eligible
A023B,24,male,Sikkim,bachelors,89.0,347000.0,85,999,1,0,0,1,1,1,70.6,Eligible
ARG45,31,female,Meghalaya,masters,85.4,128000.0,88,999,1,0,0,1,0,1,79.16,Borderline
BPVGK,14,female,Mizoram,10th,63.3,86000.0,999,999,1,0,0,1,1,1,63.32,Eligible
ARG45,32,other,Gujarat,phd,83.2,692000.0,1,999,1,0,0,1,1,1,68.28,Eligible
A023B,23,female,Odisha,masters,75.9,459000.0,5,999,1,0,0,1,1,1,75.36,Eligible
BVOBC,24,male,Madhya Pradesh,12th,49.1,363000.0,72,999,1,0,0,0,1,1,54.64,Ineligible
ARG45,30,female,Assam,masters,63.2,874000.0,6,999,1,0,0,1,1,1,65.28,Eligible
ARG45,30,female,Gujarat,phd,68.5,348000.0,88,999,1,0,0,1,1,1,67.4,Eligible
A023B,22,male,Nagaland,bachelors,75.8,779000.0,85,999,1,0,0,1,0,1,55.32,Ineligible
ARG45,35,male,Maharashtra,masters,57.3,158000.0,88,999,1,0,0,1,1,1,62.92,Eligible
BVOBC,24,male,Mizoram,12th,72.2,84000.0,85,999,1,0,0,1,1,1,68.88,Eligible
A023B,23,female,Jharkhand,masters,75.4,289000.0,95,999,1,0,0,1,0,1,70.16,Borderline
ARG45,30,female,Odisha,masters,63.9,397000.0,2,999,1,0,0,1,1,1,75.56,Eligible
A023B,19,female,Meghalaya,masters,84.1,769000.0,140,999,1,0,0,1,1,1,56.64,Ineligible
BPVGK,17,female,Assam,10th,63.5,149000.0,999,999,1,0,0,1,1,0,63.4,Borderline
BPVGK,17,female,Sikkim,10th,85.2,122000.0,999,999,1,0,0,1,0,1,72.08,Borderline
BPVGK,15,female,Kerala,10th,55.4,182000.0,999,999,1,0,0,1,0,1,60.16,Borderline
BPVGK,16,male,Madhya Pradesh,10th,65.7,208000.0,999,999,1,1,80,1,1,1,59.28,Eligible
ARG45,35,female,Karnataka,phd,87.6,315000.0,78,999,1,0,0,1,1,1,75.04,Eligible
BVOBC,21,male,Chhattisgarh,bachelors,54.1,366000.0,2,999,1,0,0,1,1,1,66.64,Ineligible
BPVGK,17,male,Mizoram,10th,88.4,231000.0,999,999,1,0,0,1,1,1,63.36,Eligible
A023B,18,male,Meghalaya,bachelors,68.7,712000.0,3,999,1,0,0,1,1,0,62.48,Ineligible
ARG45,34,female,Madhya Pradesh,masters,84.4,563000.0,1,999,1,0,0,1,1,1,78.76,Eligible
AZKMI,32,male,Mizoram,masters,50.6,566000.0,999,8,1,0,0,1,1,1,60.24,Ineligible
ARG45,30,female,Rajasthan,masters,68.8,829000.0,2,999,1,0,0,1,1,1,67.52,Eligible
AZKMI,31,male,Tamil Nadu,masters,81.9,126000.0,999,2,1,0,0,1,1,1,82.76,Eligible
ARG45,34,female,Chhattisgarh,phd,84.1,96000.0,2,999,1,0,0,1,1,1,88.64,Eligible
BPVGK,14,female,Nagaland,10th,84.1,324000.0,999,999,1,0,0,1,1,1,66.64,Ineligible
AZKMI,32,female,Meghalaya,phd,57.2,551000.0,999,650,1,0,0,1,1,1,47.88,Ineligible
ARG45,24,female,Rajasthan,masters,93.8,143000.0,1,999,0,0,0,1,1,1,92.52,Ineligible
ARG45,27,male,Chhattisgarh,phd,69.1,492000.0,59,999,1,0,0,0,1,1,57.64,Ineligible
ARG45,22,male,Nagaland,masters,64.8,157000.0,72,999,1,0,0,1,1,1,65.92,Eligible
ARG45,23,female,Arunachal Pradesh,phd,92.3,369000.0,85,999,0,0,0,1,1,1,76.92,Ineligible
BVOBC,18,female,Assam,12th,48.3,391000.0,88,999,1,0,0,1,1,1,59.32,Ineligible
ARG45,33,female,Andhra Pradesh,phd,84.0,733000.0,110,999,1,0,0,1,0,0,56.6,Borderline
A023B,22,female,Sikkim,masters,76.4,532000.0,65,999,1,0,0,1,1,1,65.56,Eligible
ARG45,31,male,Manipur,masters,84.2,615000.0,250,999,1,0,0,1,1,1,51.68,Eligible
